chrom1	start1	end1	chrom2	start2	end2	score
chr2	118000	120000	chr2	150000	152000	-0.051912002196526794
chr2	150000	152000	chr2	174000	176000	-0.20994950559472994
chr2	150000	152000	chr2	176000	178000	-0.15398164353000543
chr2	150000	152000	chr2	184000	186000	0.2329393123150455
chr2	150000	152000	chr2	196000	198000	0.02210980371047871
chr2	174000	176000	chr2	196000	198000	0.10186132288317395
chr2	174000	176000	chr2	210000	212000	0.048910082410625264
chr2	174000	176000	chr2	212000	214000	0.0803336039491301
chr2	176000	178000	chr2	196000	198000	0.04914697003860673
chr2	176000	178000	chr2	210000	212000	0.01350632206141484
chr2	176000	178000	chr2	212000	214000	0.051270699258484695
chr2	184000	186000	chr2	196000	198000	-0.15050523134833366
chr2	184000	186000	chr2	210000	212000	-0.1767744782887236
chr2	184000	186000	chr2	212000	214000	-0.13638416400383496
chr2	196000	198000	chr2	210000	212000	0.02762503231197319
chr2	196000	198000	chr2	212000	214000	0.020175745252602593
chr2	210000	212000	chr2	252000	254000	0.31193257442208644
chr2	210000	212000	chr2	258000	260000	-0.09221058105637672
chr2	212000	214000	chr2	252000	254000	0.2699199746223755
chr2	212000	214000	chr2	258000	260000	-0.12928393010335298
chr2	252000	254000	chr2	282000	284000	0.013985109301419489
chr2	252000	254000	chr2	284000	286000	-0.0034231517403158288
chr2	252000	254000	chr2	300000	302000	0.19960582212798844
chr2	252000	254000	chr2	302000	304000	0.17581829639760083
chr2	258000	260000	chr2	282000	284000	-0.10068529323467665
chr2	258000	260000	chr2	284000	286000	-0.1814561988165296
chr2	258000	260000	chr2	300000	302000	0.08455969247001732
chr2	258000	260000	chr2	302000	304000	0.15512139198916866
chr2	282000	284000	chr2	300000	302000	0.13566244771662914
chr2	282000	284000	chr2	302000	304000	0.11277982128755748
chr2	282000	284000	chr2	320000	322000	-0.02333950925471986
chr2	284000	286000	chr2	300000	302000	0.2238784357418644
chr2	284000	286000	chr2	302000	304000	0.19047804217519027
chr2	284000	286000	chr2	320000	322000	0.007136702813790662
chr2	284000	286000	chr2	334000	336000	0.16232826228640468
chr2	300000	302000	chr2	320000	322000	-0.28281649413058657
chr2	300000	302000	chr2	334000	336000	-0.032714462747765585
chr2	300000	302000	chr2	350000	352000	-0.061845234984918125
chr2	302000	304000	chr2	320000	322000	-0.24588122842728968
chr2	302000	304000	chr2	334000	336000	-0.04273764797390874
chr2	302000	304000	chr2	350000	352000	-0.06815184324854676
chr2	320000	322000	chr2	334000	336000	0.33586879555779525
chr2	320000	322000	chr2	350000	352000	0.09010026288825418
chr2	320000	322000	chr2	364000	366000	0.1173845776056263
chr2	334000	336000	chr2	350000	352000	-0.1794095341637495
chr2	334000	336000	chr2	364000	366000	0.015616584541518708
chr2	350000	352000	chr2	364000	366000	0.3939250388042118
chr2	350000	352000	chr2	394000	396000	-0.02324002917589167
chr2	364000	366000	chr2	394000	396000	-0.17288376590425175
chr2	364000	366000	chr2	412000	414000	-0.0796014628099554
chr2	394000	396000	chr2	412000	414000	0.06729169029628979
chr2	394000	396000	chr2	442000	444000	-0.08827720841209652
chr2	412000	414000	chr2	442000	444000	0.050759781896617936
chr2	412000	414000	chr2	460000	462000	-0.02289395510969698
chr2	442000	444000	chr2	460000	462000	-0.26385698517140355
chr2	442000	444000	chr2	468000	470000	-0.038281551525242576
chr2	442000	444000	chr2	478000	480000	-0.1914516570514175
chr2	442000	444000	chr2	480000	482000	-0.21000299616489523
chr2	460000	462000	chr2	478000	480000	-0.04251831631330458
chr2	460000	462000	chr2	480000	482000	-0.13422632911300597
chr2	460000	462000	chr2	498000	500000	0.06568503780686394
chr2	468000	470000	chr2	480000	482000	-0.2649797902618175
chr2	468000	470000	chr2	498000	500000	-0.07225024857042997
chr2	468000	470000	chr2	512000	514000	-0.1155987083983156
chr2	468000	470000	chr2	516000	518000	-0.15680066810366067
chr2	478000	480000	chr2	498000	500000	-0.0008021934468768407
chr2	478000	480000	chr2	512000	514000	-0.06391614150909579
chr2	478000	480000	chr2	516000	518000	-0.04901527118070568
chr2	480000	482000	chr2	498000	500000	0.06213650181073438
chr2	480000	482000	chr2	512000	514000	-0.012545265648646515
chr2	480000	482000	chr2	516000	518000	-0.0036680677603091946
chr2	480000	482000	chr2	530000	532000	0.10104648939300521
chr2	498000	500000	chr2	512000	514000	-0.16639698299921393
chr2	498000	500000	chr2	516000	518000	-0.03347890416247788
chr2	498000	500000	chr2	530000	532000	0.14133298479016185
chr2	498000	500000	chr2	538000	540000	0.28833060172314745
chr2	498000	500000	chr2	540000	542000	0.3139805033773023
chr2	512000	514000	chr2	530000	532000	0.16617279909434052
chr2	512000	514000	chr2	538000	540000	0.29644497740181697
chr2	512000	514000	chr2	540000	542000	0.299223547172883
chr2	512000	514000	chr2	550000	552000	0.03830276425427297
chr2	512000	514000	chr2	562000	564000	-0.10607980143166007
chr2	516000	518000	chr2	530000	532000	0.055589107748741054
chr2	516000	518000	chr2	538000	540000	0.1710397603879311
chr2	516000	518000	chr2	540000	542000	0.1831845752509656
chr2	516000	518000	chr2	550000	552000	-0.04446203857406066
chr2	516000	518000	chr2	562000	564000	-0.12410441929354564
chr2	530000	532000	chr2	550000	552000	-0.06821178580980064
chr2	530000	532000	chr2	562000	564000	-0.16460342190735774
chr2	530000	532000	chr2	574000	576000	-0.045770646453481306
chr2	538000	540000	chr2	550000	552000	-0.12379507023768603
chr2	538000	540000	chr2	562000	564000	-0.23632583394611173
chr2	538000	540000	chr2	574000	576000	-0.03844767384171636
chr2	538000	540000	chr2	584000	586000	0.05196972750223788
chr2	540000	542000	chr2	562000	564000	-0.22917438326042452
chr2	540000	542000	chr2	574000	576000	-0.08149915802629087
chr2	540000	542000	chr2	584000	586000	0.05473195049945189
chr2	550000	552000	chr2	562000	564000	-0.053388727149158675
chr2	550000	552000	chr2	574000	576000	-0.14430955989931638
chr2	550000	552000	chr2	584000	586000	-0.0708922261843572
chr2	562000	564000	chr2	574000	576000	-0.075369622546864
chr2	562000	564000	chr2	584000	586000	0.1682373615310227
chr2	562000	564000	chr2	608000	610000	0.16355698410500924
chr2	562000	564000	chr2	610000	612000	0.18308150385047944
chr2	574000	576000	chr2	608000	610000	-0.045316542643031074
chr2	574000	576000	chr2	610000	612000	-0.0511071108836748
chr2	584000	586000	chr2	608000	610000	-0.06988803823383402
chr2	584000	586000	chr2	610000	612000	-0.07997329895014174
chr2	608000	610000	chr2	636000	638000	0.06395894591783806
chr2	608000	610000	chr2	654000	656000	-0.14006603382041855
chr2	608000	610000	chr2	656000	658000	-0.12116908630074501
chr2	610000	612000	chr2	636000	638000	0.05531487747488939
chr2	610000	612000	chr2	654000	656000	-0.12451736579982883
chr2	610000	612000	chr2	656000	658000	-0.08078232756741327
chr2	636000	638000	chr2	654000	656000	0.1595143092080309
chr2	636000	638000	chr2	656000	658000	0.21973704369671893
chr2	636000	638000	chr2	672000	674000	0.2499851473752016
chr2	636000	638000	chr2	674000	676000	0.2276762266956739
chr2	636000	638000	chr2	676000	678000	0.22720257916628883
chr2	654000	656000	chr2	672000	674000	0.07211967673123607
chr2	654000	656000	chr2	674000	676000	0.15373290340734508
chr2	654000	656000	chr2	676000	678000	0.18019165236185464
chr2	654000	656000	chr2	692000	694000	-0.03286713248476099
chr2	654000	656000	chr2	694000	696000	0.02186196578332771
chr2	656000	658000	chr2	672000	674000	0.0016447849457774267
chr2	656000	658000	chr2	674000	676000	0.08278658049906533
chr2	656000	658000	chr2	676000	678000	0.12353346985431296
chr2	656000	658000	chr2	692000	694000	-0.05063793647083088
chr2	656000	658000	chr2	694000	696000	0.01848312053623167
chr2	672000	674000	chr2	692000	694000	-0.03114021941430896
chr2	672000	674000	chr2	694000	696000	0.02058200808077447
chr2	672000	674000	chr2	712000	714000	-0.031044575411661914
chr2	674000	676000	chr2	692000	694000	-0.05262383548888403
chr2	674000	676000	chr2	694000	696000	0.0007942969487609542
chr2	674000	676000	chr2	712000	714000	-0.025442899806750244
chr2	676000	678000	chr2	692000	694000	-0.0756956207565572
chr2	676000	678000	chr2	694000	696000	-0.008246648459953548
chr2	676000	678000	chr2	712000	714000	-0.041960027034232864
chr2	676000	678000	chr2	726000	728000	-0.026925793376263378
chr2	692000	694000	chr2	712000	714000	-0.023240289009286853
chr2	692000	694000	chr2	726000	728000	0.044534184482797584
chr2	692000	694000	chr2	732000	734000	0.029235720294232184
chr2	694000	696000	chr2	712000	714000	-0.07178069408905766
chr2	694000	696000	chr2	726000	728000	0.030766182037439964
chr2	694000	696000	chr2	732000	734000	0.029821764386994014
chr2	712000	714000	chr2	726000	728000	-0.040171811232239694
chr2	712000	714000	chr2	732000	734000	-0.07630089859452382
chr2	712000	714000	chr2	746000	748000	-0.06444406387414442
chr2	712000	714000	chr2	750000	752000	0.013921121350733513
chr2	712000	714000	chr2	762000	764000	0.07279438756296039
chr2	726000	728000	chr2	746000	748000	-0.09554559076236802
chr2	726000	728000	chr2	750000	752000	0.01414995784333349
chr2	726000	728000	chr2	762000	764000	0.08947248172127713
chr2	726000	728000	chr2	764000	766000	0.09371320637358035
chr2	732000	734000	chr2	746000	748000	-0.1632615459810393
chr2	732000	734000	chr2	750000	752000	-0.02999029134162204
chr2	732000	734000	chr2	762000	764000	0.18313445392198752
chr2	732000	734000	chr2	764000	766000	0.20264020917016334
chr2	732000	734000	chr2	782000	784000	-0.024718194041412313
chr2	746000	748000	chr2	762000	764000	0.04490608745209589
chr2	746000	748000	chr2	764000	766000	0.1003316623937433
chr2	746000	748000	chr2	782000	784000	-0.05344338063897066
chr2	746000	748000	chr2	788000	790000	0.09372899368908183
chr2	746000	748000	chr2	796000	798000	
chr2	750000	752000	chr2	762000	764000	0.02474765169080648
chr2	750000	752000	chr2	764000	766000	0.09445034927864746
chr2	750000	752000	chr2	782000	784000	-0.02703904607539565
chr2	750000	752000	chr2	788000	790000	0.07895966657402226
chr2	750000	752000	chr2	796000	798000	
chr2	762000	764000	chr2	782000	784000	-0.08779251887933631
chr2	762000	764000	chr2	788000	790000	0.013158729302702829
chr2	762000	764000	chr2	796000	798000	
chr2	762000	764000	chr2	802000	804000	
chr2	764000	766000	chr2	782000	784000	-0.12117599046928265
chr2	764000	766000	chr2	788000	790000	-0.02197461579095549
chr2	764000	766000	chr2	796000	798000	
chr2	764000	766000	chr2	802000	804000	
chr2	782000	784000	chr2	796000	798000	
chr2	782000	784000	chr2	802000	804000	
chr2	788000	790000	chr2	802000	804000	
chr3	12000	14000	chr3	32000	34000	
chr3	12000	14000	chr3	34000	36000	
chr3	12000	14000	chr3	36000	38000	
chr3	12000	14000	chr3	54000	56000	
chr3	32000	34000	chr3	54000	56000	0.14713974435800042
chr3	34000	36000	chr3	54000	56000	0.10713548400299522
chr3	36000	38000	chr3	54000	56000	0.03974705098206108
chr3	36000	38000	chr3	86000	88000	-0.09982881650532856
chr3	54000	56000	chr3	86000	88000	-0.2375160823516245
chr3	54000	56000	chr3	92000	94000	-0.07890796118637745
chr3	54000	56000	chr3	100000	102000	0.06923496780837061
chr3	54000	56000	chr3	102000	104000	0.09152911722773442
chr3	86000	88000	chr3	100000	102000	-0.3179474851000935
chr3	86000	88000	chr3	102000	104000	-0.3085578926702712
chr3	86000	88000	chr3	128000	130000	-0.1193557655655642
chr3	86000	88000	chr3	130000	132000	-0.18507303480798157
chr3	86000	88000	chr3	132000	134000	-0.18960046412712472
chr3	92000	94000	chr3	128000	130000	0.22689979897032422
chr3	92000	94000	chr3	130000	132000	0.14453256194298114
chr3	92000	94000	chr3	132000	134000	0.10450726081330386
chr3	100000	102000	chr3	128000	130000	0.23579859207935489
chr3	100000	102000	chr3	130000	132000	0.18608136262638547
chr3	100000	102000	chr3	132000	134000	0.1359724324308753
chr3	102000	104000	chr3	128000	130000	0.2000284370856063
chr3	102000	104000	chr3	130000	132000	0.163424163848422
chr3	102000	104000	chr3	132000	134000	0.12979406322663156
chr3	190000	192000	chr3	218000	220000	0.10267862810026304
chr3	190000	192000	chr3	232000	234000	-0.02009014554817376
chr3	192000	194000	chr3	218000	220000	0.09668713261114872
chr3	192000	194000	chr3	232000	234000	-0.040861001362558894
chr3	218000	220000	chr3	232000	234000	-0.3933476018916264
chr4	0	2000	chr4	24000	26000	
chr4	0	2000	chr4	26000	28000	
chr4	0	2000	chr4	46000	48000	
chr4	0	2000	chr4	48000	50000	
chr4	24000	26000	chr4	46000	48000	0.18602668687733498
chr4	24000	26000	chr4	48000	50000	0.16636943636025328
chr4	24000	26000	chr4	52000	54000	0.16268637871750996
chr4	24000	26000	chr4	54000	56000	0.1782634427181904
chr4	24000	26000	chr4	66000	68000	0.2339038197383957
chr4	26000	28000	chr4	46000	48000	0.08027913445059476
chr4	26000	28000	chr4	48000	50000	0.06833819451199519
chr4	26000	28000	chr4	52000	54000	0.08174642522489099
chr4	26000	28000	chr4	54000	56000	0.10910414355293929
chr4	26000	28000	chr4	66000	68000	0.1822252842087432
chr4	46000	48000	chr4	66000	68000	0.25617994841500047
chr4	46000	48000	chr4	90000	92000	-0.04101514433401896
chr4	48000	50000	chr4	66000	68000	0.30383076373745
chr4	48000	50000	chr4	90000	92000	-0.006459371997732763
chr4	52000	54000	chr4	66000	68000	0.19978388228434912
chr4	52000	54000	chr4	90000	92000	0.017429504868618148
chr4	54000	56000	chr4	66000	68000	0.13210172947551108
chr4	54000	56000	chr4	90000	92000	0.028716641724341265
chr4	66000	68000	chr4	90000	92000	-0.13606547457349516
chr4	90000	92000	chr4	118000	120000	0.12845008455866672
chr4	118000	120000	chr4	142000	144000	-0.18572390674735148
chr4	118000	120000	chr4	144000	146000	-0.10238890561059447
chr4	118000	120000	chr4	160000	162000	-0.11910135879701211
chr4	142000	144000	chr4	160000	162000	0.03690547637026767
chr4	142000	144000	chr4	178000	180000	0.0889926827862663
chr4	142000	144000	chr4	180000	182000	0.09332045016189758
chr4	142000	144000	chr4	186000	188000	0.13494884783130645
chr4	144000	146000	chr4	160000	162000	-0.025553652986532543
chr4	144000	146000	chr4	178000	180000	0.03202172289273541
chr4	144000	146000	chr4	180000	182000	0.03477339464832245
chr4	144000	146000	chr4	186000	188000	0.0706818082346787
chr4	160000	162000	chr4	178000	180000	0.05827739736709803
chr4	160000	162000	chr4	180000	182000	0.1378757214556502
chr4	160000	162000	chr4	186000	188000	0.274470660005069
chr4	160000	162000	chr4	204000	206000	0.25346772307638443
chr4	178000	180000	chr4	204000	206000	0.36105175894261643
chr4	178000	180000	chr4	218000	220000	-0.027626205821779076
chr4	180000	182000	chr4	204000	206000	0.31762743250427716
chr4	180000	182000	chr4	218000	220000	-0.027562871990350138
chr4	186000	188000	chr4	204000	206000	0.10014060247310239
chr4	186000	188000	chr4	218000	220000	-0.15933992165316602
chr4	186000	188000	chr4	232000	234000	-0.13479131534962752
chr4	186000	188000	chr4	234000	236000	-0.153301808671157
chr4	204000	206000	chr4	218000	220000	-0.1501648237330067
chr4	204000	206000	chr4	232000	234000	-0.20584610372404583
chr4	204000	206000	chr4	234000	236000	-0.19695937841021513
chr4	204000	206000	chr4	254000	256000	0.03967676626633423
chr4	218000	220000	chr4	232000	234000	0.08638086485620206
chr4	218000	220000	chr4	234000	236000	0.017533641035996923
chr4	218000	220000	chr4	254000	256000	-0.17584505909561698
chr4	218000	220000	chr4	262000	264000	-0.10323539789259134
chr4	232000	234000	chr4	254000	256000	-0.13272653455564115
chr4	232000	234000	chr4	262000	264000	-0.12088616834174215
chr4	232000	234000	chr4	278000	280000	-0.09671443102598616
chr4	232000	234000	chr4	280000	282000	-0.08028240698217894
chr4	234000	236000	chr4	254000	256000	-0.06155723293878207
chr4	234000	236000	chr4	262000	264000	-0.07069216574856793
chr4	234000	236000	chr4	278000	280000	-0.06778232201300172
chr4	234000	236000	chr4	280000	282000	-0.0347986810214521
chr4	254000	256000	chr4	278000	280000	0.1652370073700369
chr4	254000	256000	chr4	280000	282000	0.2209588061941535
chr4	254000	256000	chr4	292000	294000	0.20157252676282844
chr4	262000	264000	chr4	278000	280000	0.07658662408017969
chr4	262000	264000	chr4	280000	282000	0.11541440748599141
chr4	262000	264000	chr4	292000	294000	0.19629948134346945
chr4	278000	280000	chr4	292000	294000	-0.008600535006499179
chr4	280000	282000	chr4	292000	294000	-0.08049137357759135
chr4	292000	294000	chr4	336000	338000	-0.10854187846995456
chr4	336000	338000	chr4	354000	356000	0.29613934877143744
chr4	336000	338000	chr4	372000	374000	-0.14792328125897303
chr4	336000	338000	chr4	374000	376000	-0.146338779749878
chr4	336000	338000	chr4	376000	378000	-0.13334673200557048
chr4	336000	338000	chr4	378000	380000	-0.10612336802995895
chr4	354000	356000	chr4	372000	374000	-0.3451071843282435
chr4	354000	356000	chr4	374000	376000	-0.32292231180786357
chr4	354000	356000	chr4	376000	378000	-0.29024748834520375
chr4	354000	356000	chr4	378000	380000	-0.23341241098988802
chr4	354000	356000	chr4	400000	402000	-0.11167874828220443
chr4	372000	374000	chr4	400000	402000	0.1933303671761945
chr4	374000	376000	chr4	400000	402000	0.17664410519604973
chr4	376000	378000	chr4	400000	402000	0.1305161640546475
chr4	378000	380000	chr4	400000	402000	0.08468686767466624
chr4	400000	402000	chr4	434000	436000	-0.08095536539107356
chr4	400000	402000	chr4	436000	438000	-0.10106180878746387
chr4	434000	436000	chr4	474000	476000	-0.038897396568435154
chr4	434000	436000	chr4	476000	478000	-0.03997300722231717
chr4	434000	436000	chr4	478000	480000	-0.028258825932922026
chr4	436000	438000	chr4	474000	476000	-0.11100645096832837
chr4	436000	438000	chr4	476000	478000	-0.10438740175157746
chr4	436000	438000	chr4	478000	480000	-0.09816772240051111
chr4	474000	476000	chr4	492000	494000	0.09830537377488038
chr4	476000	478000	chr4	492000	494000	-0.002050839317922125
chr4	476000	478000	chr4	526000	528000	0.0828673827184491
chr4	478000	480000	chr4	492000	494000	-0.10792465559613103
chr4	478000	480000	chr4	526000	528000	0.06390863995143978
chr4	492000	494000	chr4	526000	528000	0.007835698510557827
chr4	526000	528000	chr4	554000	556000	-0.01184715147882049
chr4	554000	556000	chr4	582000	584000	-0.0797794040144858
chr4	554000	556000	chr4	584000	586000	-0.08565577233173345
chr4	582000	584000	chr4	606000	608000	-0.15203571263920668
chr4	582000	584000	chr4	624000	626000	0.03809498141201133
chr4	584000	586000	chr4	606000	608000	-0.18782709540089962
chr4	584000	586000	chr4	624000	626000	0.007034024748916173
chr4	606000	608000	chr4	624000	626000	-0.026572225693716554
chr4	606000	608000	chr4	638000	640000	0.06464445084973727
chr4	606000	608000	chr4	640000	642000	0.06130660680978819
chr4	606000	608000	chr4	654000	656000	0.01995494534009634
chr4	624000	626000	chr4	638000	640000	0.17497791949990477
chr4	624000	626000	chr4	640000	642000	0.19765442654657434
chr4	624000	626000	chr4	654000	656000	0.005257389326040748
chr4	624000	626000	chr4	660000	662000	0.02894922372644778
chr4	624000	626000	chr4	662000	664000	0.02611622711098556
chr4	624000	626000	chr4	672000	674000	-0.03805733628517499
chr4	638000	640000	chr4	654000	656000	-0.17470352049538718
chr4	638000	640000	chr4	660000	662000	-0.09465271949972737
chr4	638000	640000	chr4	662000	664000	-0.0755390407053371
chr4	638000	640000	chr4	672000	674000	-0.06248779891573656
chr4	640000	642000	chr4	654000	656000	-0.2451691622392017
chr4	640000	642000	chr4	660000	662000	-0.12620163388974626
chr4	640000	642000	chr4	662000	664000	-0.09268698780771378
chr4	640000	642000	chr4	672000	674000	-0.12697808205024266
chr4	640000	642000	chr4	690000	692000	-0.004503494136872312
chr4	654000	656000	chr4	672000	674000	0.029448076153342412
chr4	654000	656000	chr4	690000	692000	0.10560170619461537
chr4	654000	656000	chr4	696000	698000	0.054050047996780926
chr4	654000	656000	chr4	698000	700000	0.0456884091196296
chr4	660000	662000	chr4	672000	674000	0.01787006046894803
chr4	660000	662000	chr4	690000	692000	0.08473566535194234
chr4	660000	662000	chr4	696000	698000	0.06793460987506506
chr4	660000	662000	chr4	698000	700000	0.0827854509932659
chr4	662000	664000	chr4	690000	692000	0.04245649400625088
chr4	662000	664000	chr4	696000	698000	0.05072135108997845
chr4	662000	664000	chr4	698000	700000	0.0476439785468082
chr4	662000	664000	chr4	712000	714000	0.07605634247699601
chr4	672000	674000	chr4	690000	692000	0.20291914300688085
chr4	672000	674000	chr4	696000	698000	0.27340206134131634
chr4	672000	674000	chr4	698000	700000	0.22830967551297662
chr4	672000	674000	chr4	712000	714000	0.10602112522769727
chr4	690000	692000	chr4	712000	714000	0.142399298406289
chr4	690000	692000	chr4	732000	734000	-0.04556446942807327
chr4	690000	692000	chr4	734000	736000	-0.008450237081087953
chr4	696000	698000	chr4	712000	714000	0.19542844663832917
chr4	696000	698000	chr4	732000	734000	-0.09100528864127705
chr4	696000	698000	chr4	734000	736000	-0.053076581916344096
chr4	698000	700000	chr4	712000	714000	0.2369517319453156
chr4	698000	700000	chr4	732000	734000	-0.08808480819558531
chr4	698000	700000	chr4	734000	736000	-0.044963594757847364
chr4	712000	714000	chr4	732000	734000	-0.2565900994302529
chr4	712000	714000	chr4	734000	736000	-0.18603660026783503
chr4	712000	714000	chr4	762000	764000	0.007880674633592655
chr4	732000	734000	chr4	762000	764000	0.3221677647278729
chr4	732000	734000	chr4	780000	782000	0.15017925590220163
chr4	734000	736000	chr4	762000	764000	0.26722679492550316
chr4	734000	736000	chr4	780000	782000	0.1276646660788518
chr4	762000	764000	chr4	780000	782000	-0.19469546579527228
chr4	780000	782000	chr4	824000	826000	0.12221333838787413
chr4	824000	826000	chr4	840000	842000	-0.17278961188240216
chr4	824000	826000	chr4	864000	866000	0.02516466522431406
chr4	824000	826000	chr4	872000	874000	0.048227116511988466
chr4	840000	842000	chr4	864000	866000	0.05448468631158189
chr4	840000	842000	chr4	872000	874000	0.1790086019459502
chr4	840000	842000	chr4	876000	878000	0.1718828199587877
chr4	840000	842000	chr4	878000	880000	0.13599088471217557
chr4	864000	866000	chr4	876000	878000	-0.09960546437947738
chr4	864000	866000	chr4	878000	880000	-0.044754726745189315
chr4	864000	866000	chr4	896000	898000	-0.027497671278121673
chr4	864000	866000	chr4	898000	900000	-0.04121673599330698
chr4	864000	866000	chr4	900000	902000	-0.045639338516712646
chr4	872000	874000	chr4	896000	898000	0.02621906206467805
chr4	872000	874000	chr4	898000	900000	0.01664277839300677
chr4	872000	874000	chr4	900000	902000	0.00775904625036471
chr4	872000	874000	chr4	920000	922000	-0.020143399933759083
chr4	876000	878000	chr4	896000	898000	-0.06424240585506195
chr4	876000	878000	chr4	898000	900000	-0.05878008632674246
chr4	876000	878000	chr4	900000	902000	-0.02815431693966131
chr4	876000	878000	chr4	920000	922000	-0.018304602267977498
chr4	878000	880000	chr4	896000	898000	-0.10676132259942395
chr4	878000	880000	chr4	898000	900000	-0.10644331136928525
chr4	878000	880000	chr4	900000	902000	-0.0739471061876418
chr4	878000	880000	chr4	920000	922000	-0.04534418512565484
chr4	896000	898000	chr4	920000	922000	0.08159009615675841
chr4	896000	898000	chr4	934000	936000	0.051862390402238216
chr4	896000	898000	chr4	936000	938000	0.08427407248111124
chr4	898000	900000	chr4	920000	922000	0.09505527532408503
chr4	898000	900000	chr4	934000	936000	0.04398469378209764
chr4	898000	900000	chr4	936000	938000	0.058234579076407514
chr4	900000	902000	chr4	920000	922000	-0.02369590308129939
chr4	900000	902000	chr4	934000	936000	-0.009515957537038083
chr4	900000	902000	chr4	936000	938000	0.03849194078579608
chr4	920000	922000	chr4	934000	936000	-0.0869217401161166
chr4	920000	922000	chr4	936000	938000	0.004532589987183252
chr4	920000	922000	chr4	956000	958000	-0.05036486396100339
chr4	920000	922000	chr4	966000	968000	-0.04386092746531488
chr4	920000	922000	chr4	968000	970000	0.05843431744460451
chr4	934000	936000	chr4	956000	958000	-0.04763317748414129
chr4	934000	936000	chr4	966000	968000	0.01726926373863925
chr4	934000	936000	chr4	968000	970000	0.1293893783783034
chr4	936000	938000	chr4	956000	958000	-0.0644524206350667
chr4	936000	938000	chr4	966000	968000	0.008425906612659937
chr4	936000	938000	chr4	968000	970000	0.11138234042744703
chr4	936000	938000	chr4	986000	988000	-0.31867820192999674
chr4	956000	958000	chr4	968000	970000	0.2598796096518095
chr4	956000	958000	chr4	986000	988000	-0.319400595587588
chr4	956000	958000	chr4	994000	996000	-0.018817184491672134
chr4	966000	968000	chr4	986000	988000	-0.3806539167672154
chr4	966000	968000	chr4	994000	996000	-0.08682823158227662
chr4	968000	970000	chr4	986000	988000	-0.3604744379128337
chr4	968000	970000	chr4	994000	996000	-0.06214358634698136
chr4	986000	988000	chr4	1022000	1024000	-0.29623846925376074
chr4	986000	988000	chr4	1024000	1026000	-0.29668365635780247
chr4	994000	996000	chr4	1022000	1024000	0.004322025666368821
chr4	994000	996000	chr4	1024000	1026000	0.00010670458246664696
chr4	994000	996000	chr4	1040000	1042000	0.008294651544892107
chr4	994000	996000	chr4	1042000	1044000	0.03245639261554913
chr4	1022000	1024000	chr4	1040000	1042000	0.204569221407638
