chrom1	start1	end1	chrom2	start2	end2	score
chr2	104000	106000	chr2	150000	152000	-0.09572555492234724
chr2	118000	120000	chr2	150000	152000	0.4236183115100002
chr2	150000	152000	chr2	174000	176000	0.4740402611292531
chr2	150000	152000	chr2	176000	178000	0.4404819191193563
chr2	150000	152000	chr2	184000	186000	0.2934761695298412
chr2	150000	152000	chr2	196000	198000	0.21024633883747815
chr2	174000	176000	chr2	196000	198000	0.1843632509907573
chr2	174000	176000	chr2	210000	212000	0.3818720524391206
chr2	174000	176000	chr2	212000	214000	0.3132981129661572
chr2	176000	178000	chr2	196000	198000	0.1902891271683479
chr2	176000	178000	chr2	210000	212000	0.3890894150688111
chr2	176000	178000	chr2	212000	214000	0.3392499463510079
chr2	184000	186000	chr2	196000	198000	-0.18492366326868495
chr2	184000	186000	chr2	210000	212000	0.21198961582214976
chr2	184000	186000	chr2	212000	214000	0.1793262526150179
chr2	196000	198000	chr2	210000	212000	0.2590078432507424
chr2	196000	198000	chr2	212000	214000	0.193499318003247
chr2	210000	212000	chr2	252000	254000	0.1932371617763538
chr2	210000	212000	chr2	258000	260000	-0.10311478980618567
chr2	212000	214000	chr2	252000	254000	0.19057479786199205
chr2	212000	214000	chr2	258000	260000	-0.1121393270351495
chr2	252000	254000	chr2	282000	284000	0.45593258504497214
chr2	252000	254000	chr2	284000	286000	0.3904170693832614
chr2	252000	254000	chr2	300000	302000	0.17992262158343672
chr2	252000	254000	chr2	302000	304000	0.18789632289371638
chr2	258000	260000	chr2	282000	284000	-0.005362475974567335
chr2	258000	260000	chr2	284000	286000	-0.0358112301560094
chr2	258000	260000	chr2	300000	302000	-0.03676499836983774
chr2	258000	260000	chr2	302000	304000	-0.011696729373370511
chr2	282000	284000	chr2	300000	302000	0.2033030820377324
chr2	282000	284000	chr2	302000	304000	0.18625185592847443
chr2	282000	284000	chr2	320000	322000	0.3619506936205748
chr2	284000	286000	chr2	300000	302000	0.21041165406856618
chr2	284000	286000	chr2	302000	304000	0.161724034373546
chr2	284000	286000	chr2	320000	322000	0.3397936757078063
chr2	284000	286000	chr2	334000	336000	-0.001968008618613938
chr2	300000	302000	chr2	320000	322000	0.17361513868502465
chr2	300000	302000	chr2	334000	336000	-0.14346116919540144
chr2	300000	302000	chr2	350000	352000	-0.06915383112438994
chr2	302000	304000	chr2	320000	322000	0.22891964486502908
chr2	302000	304000	chr2	334000	336000	-0.10100371038775575
chr2	302000	304000	chr2	350000	352000	-0.06820798280309104
chr2	320000	322000	chr2	334000	336000	0.09611055135251298
chr2	320000	322000	chr2	350000	352000	0.0679786388387208
chr2	320000	322000	chr2	364000	366000	0.0039288901518695005
chr2	334000	336000	chr2	350000	352000	0.07862279792775112
chr2	334000	336000	chr2	364000	366000	0.1860601626214456
chr2	350000	352000	chr2	364000	366000	0.42471428248544185
chr2	350000	352000	chr2	394000	396000	0.30416873412136686
chr2	364000	366000	chr2	394000	396000	0.21118674490838912
chr2	364000	366000	chr2	412000	414000	0.17301037824106408
chr2	394000	396000	chr2	412000	414000	0.42125035245690207
chr2	394000	396000	chr2	442000	444000	0.2556334619668855
chr2	412000	414000	chr2	442000	444000	0.533730889527752
chr2	412000	414000	chr2	460000	462000	0.22154398133856162
chr2	442000	444000	chr2	460000	462000	0.3421892619231973
chr2	442000	444000	chr2	468000	470000	0.12942560073862205
chr2	442000	444000	chr2	478000	480000	-0.12996417396022703
chr2	442000	444000	chr2	480000	482000	-0.17930412378710262
chr2	460000	462000	chr2	478000	480000	0.10087502077123629
chr2	460000	462000	chr2	480000	482000	0.03276802548506727
chr2	460000	462000	chr2	498000	500000	0.11808226829208827
chr2	468000	470000	chr2	480000	482000	-0.08322693569027287
chr2	468000	470000	chr2	498000	500000	-0.20367646709919474
chr2	468000	470000	chr2	512000	514000	-0.21988576787116287
chr2	468000	470000	chr2	516000	518000	-0.21232168449474392
chr2	478000	480000	chr2	498000	500000	0.31345669361992023
chr2	478000	480000	chr2	512000	514000	0.3655776117411018
chr2	478000	480000	chr2	516000	518000	0.33236454455090025
chr2	480000	482000	chr2	498000	500000	0.42749268682063923
chr2	480000	482000	chr2	512000	514000	0.5163244003008355
chr2	480000	482000	chr2	516000	518000	0.47734273950152584
chr2	480000	482000	chr2	530000	532000	0.3635050371119499
chr2	498000	500000	chr2	512000	514000	-0.03393641956507211
chr2	498000	500000	chr2	516000	518000	-0.08314646533162408
chr2	498000	500000	chr2	530000	532000	-0.2222244933435771
chr2	498000	500000	chr2	538000	540000	-0.10703606814585925
chr2	498000	500000	chr2	540000	542000	-0.07510118938341814
chr2	512000	514000	chr2	530000	532000	0.12884697375576817
chr2	512000	514000	chr2	538000	540000	0.43882267324386115
chr2	512000	514000	chr2	540000	542000	0.4535373571270541
chr2	512000	514000	chr2	550000	552000	-0.0026573619553182104
chr2	512000	514000	chr2	562000	564000	0.19683643645109333
chr2	516000	518000	chr2	530000	532000	0.20254041505907383
chr2	516000	518000	chr2	538000	540000	0.4944797834196585
chr2	516000	518000	chr2	540000	542000	0.5019789536432852
chr2	516000	518000	chr2	550000	552000	-0.015864055514416452
chr2	516000	518000	chr2	562000	564000	0.18209255278974648
chr2	530000	532000	chr2	550000	552000	-0.26417722809378996
chr2	530000	532000	chr2	562000	564000	0.11019572481077211
chr2	530000	532000	chr2	574000	576000	-0.0602623120172537
chr2	538000	540000	chr2	550000	552000	-0.08672960791775391
chr2	538000	540000	chr2	562000	564000	0.2725633637325145
chr2	538000	540000	chr2	574000	576000	0.0829100174000233
chr2	538000	540000	chr2	584000	586000	-0.11469302795920855
chr2	540000	542000	chr2	562000	564000	0.2733876383698434
chr2	540000	542000	chr2	574000	576000	0.058906804203390215
chr2	540000	542000	chr2	584000	586000	-0.12653640538118396
chr2	550000	552000	chr2	562000	564000	0.09446620899901861
chr2	550000	552000	chr2	574000	576000	0.028169790966849642
chr2	550000	552000	chr2	584000	586000	-0.10388517614709869
chr2	562000	564000	chr2	574000	576000	-0.09235174713886758
chr2	562000	564000	chr2	584000	586000	-0.008157367941578939
chr2	562000	564000	chr2	608000	610000	0.250081372680716
chr2	562000	564000	chr2	610000	612000	0.18913619067271298
chr2	574000	576000	chr2	608000	610000	0.5283091118295961
chr2	574000	576000	chr2	610000	612000	0.4670498115655845
chr2	584000	586000	chr2	608000	610000	0.3124721682314933
chr2	584000	586000	chr2	610000	612000	0.27359171677611804
chr2	608000	610000	chr2	636000	638000	0.5102585116833241
chr2	608000	610000	chr2	654000	656000	0.1541160409208721
chr2	608000	610000	chr2	656000	658000	0.19385894100641432
chr2	610000	612000	chr2	636000	638000	0.5493695254502853
chr2	610000	612000	chr2	654000	656000	0.20394986815924965
chr2	610000	612000	chr2	656000	658000	0.236695198589542
chr2	636000	638000	chr2	654000	656000	0.41752645010778194
chr2	636000	638000	chr2	656000	658000	0.38168748007975706
chr2	636000	638000	chr2	672000	674000	0.282391695259848
chr2	636000	638000	chr2	674000	676000	0.2727791976557828
chr2	636000	638000	chr2	676000	678000	0.19874404089766012
chr2	654000	656000	chr2	672000	674000	0.5289638927771484
chr2	654000	656000	chr2	674000	676000	0.5661515240040687
chr2	654000	656000	chr2	676000	678000	0.4635135651185233
chr2	654000	656000	chr2	692000	694000	0.19581145262591237
chr2	654000	656000	chr2	694000	696000	0.20057602806629865
chr2	656000	658000	chr2	672000	674000	0.523441786796523
chr2	656000	658000	chr2	674000	676000	0.5473015169155804
chr2	656000	658000	chr2	676000	678000	0.4500173809836264
chr2	656000	658000	chr2	692000	694000	0.1891744525854675
chr2	656000	658000	chr2	694000	696000	0.20721380792494715
chr2	672000	674000	chr2	692000	694000	0.1258539471580376
chr2	672000	674000	chr2	694000	696000	0.1615572815900079
chr2	672000	674000	chr2	712000	714000	-0.046831341250730435
chr2	674000	676000	chr2	692000	694000	0.09967873404554271
chr2	674000	676000	chr2	694000	696000	0.12465600028021212
chr2	674000	676000	chr2	712000	714000	-0.10138831132390017
chr2	676000	678000	chr2	692000	694000	0.07596881401631558
chr2	676000	678000	chr2	694000	696000	0.09229114359822035
chr2	676000	678000	chr2	712000	714000	-0.15379530805678293
chr2	676000	678000	chr2	726000	728000	-0.14603697448928266
chr2	692000	694000	chr2	712000	714000	-0.050954326464600505
chr2	692000	694000	chr2	726000	728000	0.10482973450292457
chr2	692000	694000	chr2	732000	734000	0.15610132935761367
chr2	694000	696000	chr2	712000	714000	-0.028131732789034053
chr2	694000	696000	chr2	726000	728000	0.12777334476941574
chr2	694000	696000	chr2	732000	734000	0.18439154001707064
chr2	712000	714000	chr2	726000	728000	-0.04913972090709954
chr2	712000	714000	chr2	732000	734000	0.014659326553303879
chr2	712000	714000	chr2	746000	748000	0.01018208161081696
chr2	712000	714000	chr2	750000	752000	-0.0009626220042756803
chr2	712000	714000	chr2	762000	764000	0.036312731625610425
chr2	726000	728000	chr2	746000	748000	-0.19843914902835358
chr2	726000	728000	chr2	750000	752000	-0.18479636529829718
chr2	726000	728000	chr2	762000	764000	-0.24095397866989718
chr2	726000	728000	chr2	764000	766000	-0.28249931930548544
chr2	732000	734000	chr2	746000	748000	-0.02327259670758245
chr2	732000	734000	chr2	750000	752000	0.01672707817770573
chr2	732000	734000	chr2	762000	764000	-0.055591344302215254
chr2	732000	734000	chr2	764000	766000	-0.14421889777463373
chr2	732000	734000	chr2	782000	784000	-0.08189694964877738
chr2	746000	748000	chr2	762000	764000	0.22872077143458025
chr2	746000	748000	chr2	764000	766000	0.166825137272179
chr2	746000	748000	chr2	782000	784000	0.19135801157932414
chr2	746000	748000	chr2	788000	790000	0.27924908609929355
chr2	746000	748000	chr2	796000	798000	
chr2	750000	752000	chr2	762000	764000	0.13280779390410563
chr2	750000	752000	chr2	764000	766000	0.0601258522890354
chr2	750000	752000	chr2	782000	784000	0.12112579222160319
chr2	750000	752000	chr2	788000	790000	0.21569145567282536
chr2	750000	752000	chr2	796000	798000	
chr2	762000	764000	chr2	782000	784000	0.15603001931053778
chr2	762000	764000	chr2	788000	790000	0.22435221028159708
chr2	762000	764000	chr2	796000	798000	
chr2	762000	764000	chr2	802000	804000	
chr2	764000	766000	chr2	782000	784000	0.14891086438847584
chr2	764000	766000	chr2	788000	790000	0.22969092072039568
chr2	764000	766000	chr2	796000	798000	
chr2	764000	766000	chr2	802000	804000	
chr2	782000	784000	chr2	796000	798000	
chr2	782000	784000	chr2	802000	804000	
chr2	788000	790000	chr2	802000	804000	
chr3	12000	14000	chr3	32000	34000	
chr3	12000	14000	chr3	34000	36000	
chr3	12000	14000	chr3	36000	38000	
chr3	12000	14000	chr3	54000	56000	
chr3	32000	34000	chr3	54000	56000	0.08405537722892881
chr3	34000	36000	chr3	54000	56000	0.19534863625830912
chr3	36000	38000	chr3	54000	56000	0.24863324133226808
chr3	36000	38000	chr3	86000	88000	-0.13559525536821854
chr3	54000	56000	chr3	86000	88000	-0.40826676851934773
chr3	54000	56000	chr3	92000	94000	-0.015037377833274242
chr3	54000	56000	chr3	100000	102000	0.1276692226810582
chr3	54000	56000	chr3	102000	104000	0.1259484130956513
chr3	86000	88000	chr3	100000	102000	-0.11044597697724537
chr3	86000	88000	chr3	102000	104000	-0.12176970393925854
chr3	86000	88000	chr3	128000	130000	-0.1578155302300014
chr3	86000	88000	chr3	130000	132000	-0.1532252080138045
chr3	86000	88000	chr3	132000	134000	-0.16001720003535275
chr3	92000	94000	chr3	128000	130000	-0.03046283202085031
chr3	92000	94000	chr3	130000	132000	0.043829467271807455
chr3	92000	94000	chr3	132000	134000	0.04852614726562801
chr3	100000	102000	chr3	128000	130000	0.1678791939180413
chr3	100000	102000	chr3	130000	132000	0.25554075755820777
chr3	100000	102000	chr3	132000	134000	0.24257272400596702
chr3	102000	104000	chr3	128000	130000	0.14195263528574198
chr3	102000	104000	chr3	130000	132000	0.24765899885850123
chr3	102000	104000	chr3	132000	134000	0.23694781559394404
chr3	190000	192000	chr3	218000	220000	0.39321332358837496
chr3	190000	192000	chr3	232000	234000	0.05735046965664013
chr3	192000	194000	chr3	218000	220000	0.43213921956755463
chr3	192000	194000	chr3	232000	234000	0.09303318791072858
chr3	218000	220000	chr3	232000	234000	0.10757540351993636
chr4	0	2000	chr4	24000	26000	
chr4	0	2000	chr4	26000	28000	
chr4	0	2000	chr4	46000	48000	
chr4	0	2000	chr4	48000	50000	
chr4	24000	26000	chr4	46000	48000	0.3316956551037862
chr4	24000	26000	chr4	48000	50000	0.33423058093750135
chr4	24000	26000	chr4	52000	54000	0.2798390886032983
chr4	24000	26000	chr4	54000	56000	0.2566327838257946
chr4	24000	26000	chr4	66000	68000	0.12127911875975278
chr4	26000	28000	chr4	46000	48000	0.3234672189159162
chr4	26000	28000	chr4	48000	50000	0.3331741614161566
chr4	26000	28000	chr4	52000	54000	0.28890680546698855
chr4	26000	28000	chr4	54000	56000	0.2434366097802399
chr4	26000	28000	chr4	66000	68000	0.07249550320748675
chr4	46000	48000	chr4	66000	68000	-0.23402081979606368
chr4	46000	48000	chr4	90000	92000	0.24340308100185248
chr4	48000	50000	chr4	66000	68000	-0.1609748045969967
chr4	48000	50000	chr4	90000	92000	0.3975794091900652
chr4	52000	54000	chr4	66000	68000	-0.02272402959296216
chr4	52000	54000	chr4	90000	92000	0.5957989164996613
chr4	54000	56000	chr4	66000	68000	0.04541455802362511
chr4	54000	56000	chr4	90000	92000	0.5970751161070689
chr4	66000	68000	chr4	90000	92000	-0.05896736174960015
chr4	90000	92000	chr4	118000	120000	0.45008510825716685
chr4	118000	120000	chr4	142000	144000	0.2855302102150703
chr4	118000	120000	chr4	144000	146000	0.2889451913632032
chr4	118000	120000	chr4	160000	162000	-0.04583602141690886
chr4	142000	144000	chr4	160000	162000	0.29671285828525334
chr4	142000	144000	chr4	178000	180000	0.23171182289381848
chr4	142000	144000	chr4	180000	182000	0.3279852277834028
chr4	142000	144000	chr4	186000	188000	0.451212178550526
chr4	144000	146000	chr4	160000	162000	0.2791900136559381
chr4	144000	146000	chr4	178000	180000	0.2103861468140208
chr4	144000	146000	chr4	180000	182000	0.32595210395263663
chr4	144000	146000	chr4	186000	188000	0.4277694947063857
chr4	160000	162000	chr4	178000	180000	0.23194666276553852
chr4	160000	162000	chr4	180000	182000	0.3290273009920749
chr4	160000	162000	chr4	186000	188000	0.4277160416918365
chr4	160000	162000	chr4	204000	206000	0.2007336183823815
chr4	178000	180000	chr4	204000	206000	0.028829524335468364
chr4	178000	180000	chr4	218000	220000	-0.29546674568659814
chr4	180000	182000	chr4	204000	206000	0.07840668790783151
chr4	180000	182000	chr4	218000	220000	-0.32144242534751644
chr4	186000	188000	chr4	204000	206000	0.13470550507227852
chr4	186000	188000	chr4	218000	220000	-0.30356370994483817
chr4	186000	188000	chr4	232000	234000	0.030948837650738418
chr4	186000	188000	chr4	234000	236000	0.052445294051399124
chr4	204000	206000	chr4	218000	220000	-0.10958056134269195
chr4	204000	206000	chr4	232000	234000	0.36202337651746846
chr4	204000	206000	chr4	234000	236000	0.35604202383419914
chr4	204000	206000	chr4	254000	256000	0.19034933618706362
chr4	218000	220000	chr4	232000	234000	0.222426653313741
chr4	218000	220000	chr4	234000	236000	0.13824419096131108
chr4	218000	220000	chr4	254000	256000	-0.02748458140683748
chr4	218000	220000	chr4	262000	264000	-0.14887199177723054
chr4	232000	234000	chr4	254000	256000	0.2896215408311086
chr4	232000	234000	chr4	262000	264000	0.11975678473016768
chr4	232000	234000	chr4	278000	280000	-0.10488488993270143
chr4	232000	234000	chr4	280000	282000	-0.05829381197156007
chr4	234000	236000	chr4	254000	256000	0.4029995063030977
chr4	234000	236000	chr4	262000	264000	0.2056957943162141
chr4	234000	236000	chr4	278000	280000	-0.007357917060040006
chr4	234000	236000	chr4	280000	282000	0.016015293928067387
chr4	254000	256000	chr4	278000	280000	0.022801684304071465
chr4	254000	256000	chr4	280000	282000	0.044215197672567166
chr4	254000	256000	chr4	292000	294000	0.17584964182483412
chr4	262000	264000	chr4	278000	280000	0.26428608734945924
chr4	262000	264000	chr4	280000	282000	0.30315688381058015
chr4	262000	264000	chr4	292000	294000	0.3940352500824887
chr4	278000	280000	chr4	292000	294000	-0.06102288740107217
chr4	280000	282000	chr4	292000	294000	-0.08731490133570752
chr4	292000	294000	chr4	336000	338000	0.17262943636034536
chr4	336000	338000	chr4	354000	356000	0.245785164107847
chr4	336000	338000	chr4	372000	374000	0.1110830877514361
chr4	336000	338000	chr4	374000	376000	0.060935117353395275
chr4	336000	338000	chr4	376000	378000	0.026577736580859525
chr4	336000	338000	chr4	378000	380000	-0.013516710182625052
chr4	354000	356000	chr4	372000	374000	0.32500124720778345
chr4	354000	356000	chr4	374000	376000	0.3103898653331
chr4	354000	356000	chr4	376000	378000	0.21226406749435583
chr4	354000	356000	chr4	378000	380000	0.1535998445549791
chr4	354000	356000	chr4	400000	402000	0.325901232191069
chr4	372000	374000	chr4	400000	402000	0.5579979940758738
chr4	374000	376000	chr4	400000	402000	0.5553464113366596
chr4	376000	378000	chr4	400000	402000	0.43638618793513695
chr4	378000	380000	chr4	400000	402000	0.2506275446014933
chr4	400000	402000	chr4	434000	436000	0.5499906732993228
chr4	400000	402000	chr4	436000	438000	0.5509780567741993
chr4	434000	436000	chr4	474000	476000	0.10576911581210252
chr4	434000	436000	chr4	476000	478000	0.15695425585800715
chr4	434000	436000	chr4	478000	480000	0.17435016350447757
chr4	436000	438000	chr4	474000	476000	0.1321117384562953
chr4	436000	438000	chr4	476000	478000	0.18742832940805582
chr4	436000	438000	chr4	478000	480000	0.17663209539105756
chr4	474000	476000	chr4	492000	494000	0.13122929478377152
chr4	476000	478000	chr4	492000	494000	0.23415723363718893
chr4	476000	478000	chr4	526000	528000	-0.01223450210552867
chr4	478000	480000	chr4	492000	494000	0.22396532610147393
chr4	478000	480000	chr4	526000	528000	0.0422528510446078
chr4	492000	494000	chr4	526000	528000	0.1853854439089968
chr4	526000	528000	chr4	554000	556000	0.05865612783310331
chr4	554000	556000	chr4	582000	584000	0.39826510002969495
chr4	554000	556000	chr4	584000	586000	0.3768767433911907
chr4	582000	584000	chr4	606000	608000	0.6489425739921714
chr4	582000	584000	chr4	624000	626000	0.14063712504011647
chr4	584000	586000	chr4	606000	608000	0.6908099488295009
chr4	584000	586000	chr4	624000	626000	0.1896029554652799
chr4	606000	608000	chr4	624000	626000	0.1438703417230628
chr4	606000	608000	chr4	638000	640000	0.3436495541126596
chr4	606000	608000	chr4	640000	642000	0.32861090242185464
chr4	606000	608000	chr4	654000	656000	-0.02747043043994894
chr4	624000	626000	chr4	638000	640000	0.25577108955401295
chr4	624000	626000	chr4	640000	642000	0.22816135274396826
chr4	624000	626000	chr4	654000	656000	-0.12313581207952184
chr4	624000	626000	chr4	660000	662000	0.04241512375070905
chr4	624000	626000	chr4	662000	664000	0.039395999131281265
chr4	624000	626000	chr4	672000	674000	-0.09164433116937984
chr4	638000	640000	chr4	654000	656000	0.010900610305742768
chr4	638000	640000	chr4	660000	662000	0.255378576098377
chr4	638000	640000	chr4	662000	664000	0.2845684685097547
chr4	638000	640000	chr4	672000	674000	0.1844825138712679
chr4	640000	642000	chr4	654000	656000	0.008698566959841504
chr4	640000	642000	chr4	660000	662000	0.22282624929667755
chr4	640000	642000	chr4	662000	664000	0.24745124070481453
chr4	640000	642000	chr4	672000	674000	0.15372345247805905
chr4	640000	642000	chr4	690000	692000	0.1576811067626442
chr4	654000	656000	chr4	672000	674000	-0.020643114395868096
chr4	654000	656000	chr4	690000	692000	0.007568058905384409
chr4	654000	656000	chr4	696000	698000	0.05039538033287532
chr4	654000	656000	chr4	698000	700000	0.036502701431150926
chr4	660000	662000	chr4	672000	674000	0.2607311955834894
chr4	660000	662000	chr4	690000	692000	0.17167399100467284
chr4	660000	662000	chr4	696000	698000	0.21240237922934155
chr4	660000	662000	chr4	698000	700000	0.22075829619306708
chr4	662000	664000	chr4	690000	692000	0.1960002856687319
chr4	662000	664000	chr4	696000	698000	0.2514723424165179
chr4	662000	664000	chr4	698000	700000	0.24028741041410145
chr4	662000	664000	chr4	712000	714000	0.22415460860174485
chr4	672000	674000	chr4	690000	692000	0.18004566982423031
chr4	672000	674000	chr4	696000	698000	0.276811561002624
chr4	672000	674000	chr4	698000	700000	0.2632815738308928
chr4	672000	674000	chr4	712000	714000	0.33005331869577753
chr4	690000	692000	chr4	712000	714000	0.14579296080417686
chr4	690000	692000	chr4	732000	734000	-0.037047458813187474
chr4	690000	692000	chr4	734000	736000	-0.003308225509287478
chr4	696000	698000	chr4	712000	714000	0.4494847605755096
chr4	696000	698000	chr4	732000	734000	0.07201286019337053
chr4	696000	698000	chr4	734000	736000	0.09914207642251835
chr4	698000	700000	chr4	712000	714000	0.405312002620746
chr4	698000	700000	chr4	732000	734000	0.06163496255995114
chr4	698000	700000	chr4	734000	736000	0.08504216112373802
chr4	712000	714000	chr4	732000	734000	0.4271224327611438
chr4	712000	714000	chr4	734000	736000	0.48200468377411787
chr4	712000	714000	chr4	762000	764000	0.21501061694541201
chr4	732000	734000	chr4	762000	764000	0.3103035768292362
chr4	732000	734000	chr4	780000	782000	0.2135415548994553
chr4	734000	736000	chr4	762000	764000	0.3390872121232539
chr4	734000	736000	chr4	780000	782000	0.27452857324052826
chr4	762000	764000	chr4	780000	782000	0.21499017740731716
chr4	780000	782000	chr4	824000	826000	0.4995606915490161
chr4	824000	826000	chr4	840000	842000	-0.13797221403773416
chr4	824000	826000	chr4	864000	866000	-0.058737131901341055
chr4	824000	826000	chr4	872000	874000	-0.028965691222920233
chr4	840000	842000	chr4	864000	866000	0.06770928359873785
chr4	840000	842000	chr4	872000	874000	0.1981643515324186
chr4	840000	842000	chr4	876000	878000	0.18915602762804795
chr4	840000	842000	chr4	878000	880000	0.19840602233543056
chr4	864000	866000	chr4	876000	878000	0.03202235029844251
chr4	864000	866000	chr4	878000	880000	0.03230261938638327
chr4	864000	866000	chr4	896000	898000	0.06774372450518408
chr4	864000	866000	chr4	898000	900000	0.10876040199148734
chr4	864000	866000	chr4	900000	902000	0.13770214828189437
chr4	872000	874000	chr4	896000	898000	0.022656865335435837
chr4	872000	874000	chr4	898000	900000	0.07592696925573802
chr4	872000	874000	chr4	900000	902000	0.10484569228087659
chr4	872000	874000	chr4	920000	922000	0.062329424694925105
chr4	876000	878000	chr4	896000	898000	0.0007828727136808197
chr4	876000	878000	chr4	898000	900000	0.050480890326684624
chr4	876000	878000	chr4	900000	902000	0.10410643209578123
chr4	876000	878000	chr4	920000	922000	-0.048371203280276304
chr4	878000	880000	chr4	896000	898000	0.002808061163045765
chr4	878000	880000	chr4	898000	900000	0.041665030557382327
chr4	878000	880000	chr4	900000	902000	0.035883190999054036
chr4	878000	880000	chr4	920000	922000	-0.063511203270389
chr4	896000	898000	chr4	920000	922000	0.03159445571377933
chr4	896000	898000	chr4	934000	936000	0.0355614683750554
chr4	896000	898000	chr4	936000	938000	0.03721228190784852
chr4	898000	900000	chr4	920000	922000	0.04935871815311219
chr4	898000	900000	chr4	934000	936000	0.09597428053907495
chr4	898000	900000	chr4	936000	938000	0.08552496054281
chr4	900000	902000	chr4	920000	922000	0.04994756379559179
chr4	900000	902000	chr4	934000	936000	0.3668662855099166
chr4	900000	902000	chr4	936000	938000	0.32638670558933114
chr4	920000	922000	chr4	934000	936000	-0.004871902982345952
chr4	920000	922000	chr4	936000	938000	-0.08041750518186572
chr4	920000	922000	chr4	956000	958000	-0.09533352817625174
chr4	920000	922000	chr4	966000	968000	0.042224729412359385
chr4	920000	922000	chr4	968000	970000	0.04115433221798708
chr4	934000	936000	chr4	956000	958000	0.3357708366855715
chr4	934000	936000	chr4	966000	968000	0.4043613151111314
chr4	934000	936000	chr4	968000	970000	0.3334748580633146
chr4	936000	938000	chr4	956000	958000	0.3737660256236133
chr4	936000	938000	chr4	966000	968000	0.4224027674365138
chr4	936000	938000	chr4	968000	970000	0.3616709856964308
chr4	936000	938000	chr4	986000	988000	-0.08691715606703848
chr4	956000	958000	chr4	968000	970000	0.16814156907784006
chr4	956000	958000	chr4	986000	988000	-0.22131965144985408
chr4	956000	958000	chr4	994000	996000	-0.11395119715526916
chr4	966000	968000	chr4	986000	988000	-0.05828161310831048
chr4	966000	968000	chr4	994000	996000	0.004527252816323353
chr4	968000	970000	chr4	986000	988000	-0.07658622269269212
chr4	968000	970000	chr4	994000	996000	0.0006626246901309564
chr4	986000	988000	chr4	1022000	1024000	-0.31525487842551037
chr4	986000	988000	chr4	1024000	1026000	-0.29318676784284425
chr4	994000	996000	chr4	1022000	1024000	0.17262261960322073
chr4	994000	996000	chr4	1024000	1026000	0.16939371908220816
chr4	994000	996000	chr4	1040000	1042000	0.11550970740796361
chr4	994000	996000	chr4	1042000	1044000	0.11166419534674338
chr4	1022000	1024000	chr4	1040000	1042000	0.6362016541029769
chr4	1022000	1024000	chr4	1042000	1044000	0.6300284412870938
chr4	1022000	1024000	chr4	1066000	1068000	0.3106906474810124
chr4	1022000	1024000	chr4	1068000	1070000	0.316559433866095
chr4	1024000	1026000	chr4	1040000	1042000	0.5838263615972454
